tenure,warehouse_to_home,num_devices_registered,preferred_order_category,satisfaction_score,marital_status,num_addresses,has_complained,days_since_last_order,cashback_amount,churn,days_missing_flag,tenure_missing_flag,tenure_segment
13,15.0,4,Mobile Phone,3,Married,3,0,8,162.55,0,0,0,1-2 years
21,10.0,4,Grocery,1,Married,3,0,2,252.02,0,0,0,1-2 years
0,11.0,1,Laptop & Accessory,5,Married,2,0,5,140.0,0,0,0,Brand New (0mo)
6,11.0,5,Laptop & Accessory,3,Married,3,0,9,186.62,0,0,0,4-6 months
15,8.0,3,Fashion,1,Married,3,1,9,201.24,0,0,0,1-2 years
4,35.0,4,Laptop & Accessory,2,Divorced,3,0,10,182.75,0,0,0,4-6 months
12,9.0,4,Mobile Phone,2,Divorced,3,1,1,142.02,0,0,0,7-12 months
4,8.0,3,Mobile,2,Married,1,1,2,126.95,0,0,0,4-6 months
0,19.0,3,Laptop & Accessory,4,Single,6,0,0,157.65,1,0,0,Brand New (0mo)
24,20.0,3,Laptop & Accessory,2,Divorced,5,0,7,149.36,0,0,0,1-2 years
12,30.0,4,Laptop & Accessory,1,Married,11,0,3,182.45,0,0,0,7-12 months
0,19.0,3,Laptop & Accessory,5,Married,3,0,2,142.33,1,0,0,Brand New (0mo)
14,6.0,2,Fashion,5,Divorced,2,0,7,183.92,0,0,0,1-2 years
8,15.0,4,Laptop & Accessory,4,Single,10,0,0,165.4,0,0,0,7-12 months
17,15.0,4,Laptop & Accessory,3,Married,6,1,3,170.22,0,0,0,1-2 years
9,9.0,3,Mobile,1,Married,6,0,0,128.35,0,0,0,7-12 months
14,23.0,4,Mobile Phone,3,Married,11,0,1,160.44,0,0,0,1-2 years
5,14.0,1,Laptop & Accessory,1,Married,2,0,8,162.09,0,0,0,4-6 months
11,8.0,1,Laptop & Accessory,5,Single,7,1,12,159.8,0,0,0,7-12 months
21,12.0,4,Laptop & Accessory,3,Single,3,0,2,142.4,0,0,0,1-2 years
10,9.0,4,Mobile Phone,3,Married,6,0,3,150.43,0,0,0,7-12 months
19,8.0,3,Others,5,Single,4,0,1,289.47,0,0,0,1-2 years
0,7.0,4,Mobile,3,Married,2,1,0,129.33,0,0,0,Brand New (0mo)
16,33.0,4,Grocery,4,Divorced,7,0,9,260.25,0,0,0,1-2 years
7,14.0,1,Mobile,3,Divorced,1,0,0,125.85,0,0,0,7-12 months
6,13.0,4,Laptop & Accessory,3,Single,3,0,8,175.1,0,0,0,4-6 months
18,16.0,4,Mobile Phone,5,Married,3,1,2,150.59,0,0,0,1-2 years
6,9.0,4,Mobile Phone,4,Divorced,3,0,8,148.7,0,0,0,4-6 months
17,10.0,3,Laptop & Accessory,4,Single,10,0,3,159.33,0,0,0,1-2 years
17,22.0,5,Laptop & Accessory,2,Divorced,5,0,3,193.04,0,0,0,1-2 years
2,8.0,5,Mobile Phone,3,Married,3,0,1,140.63,0,0,0,1-3 months
31,12.0,5,Fashion,4,Married,4,1,47,230.52,0,1,0,2+ years
17,8.0,1,Fashion,1,Married,2,1,7,178.79,0,0,0,1-2 years
4,7.0,4,Mobile Phone,3,Married,2,0,4,145.64,0,0,0,4-6 months
0,29.0,4,Laptop & Accessory,3,Married,2,0,8,135.4,0,0,0,Brand New (0mo)
7,16.0,4,Laptop & Accessory,3,Married,2,0,7,150.63,0,0,0,7-12 months
10,9.0,3,Fashion,3,Married,2,0,8,194.34,0,0,0,7-12 months
19,6.0,3,Others,1,Married,10,0,2,296.27,0,0,0,1-2 years
7,28.0,4,Laptop & Accessory,1,Married,2,1,11,157.47,0,0,0,7-12 months
8,8.0,4,Mobile Phone,1,Single,1,1,4,149.3,0,0,0,7-12 months
16,9.0,2,Laptop & Accessory,5,Married,9,0,4,187.72,0,0,0,1-2 years
7,28.0,2,Mobile Phone,4,Married,3,0,14,145.28,0,0,0,7-12 months
0,31.0,1,Mobile,2,Single,2,1,1,129.94,0,0,0,Brand New (0mo)
1,16.0,4,Laptop & Accessory,1,Single,3,0,8,166.05,0,0,0,1-3 months
8,31.0,4,Fashion,4,Divorced,4,0,8,209.03,0,0,0,7-12 months
5,9.0,4,Laptop & Accessory,1,Single,6,1,6,190.82,0,0,0,4-6 months
4,8.0,3,Mobile,3,Married,2,0,3,134.77,0,0,0,4-6 months
1,32.0,4,Mobile Phone,2,Single,3,1,2,152.95,1,0,0,1-3 months
12,25.0,3,Laptop & Accessory,1,Married,9,0,2,139.02,0,0,0,7-12 months
7,11.0,4,Laptop & Accessory,1,Married,2,0,13,139.86,0,0,0,7-12 months
4,13.0,3,Laptop & Accessory,1,Married,4,0,7,159.15,0,0,0,4-6 months
0,25.0,1,Laptop & Accessory,1,Single,9,1,4,153.04,1,0,0,Brand New (0mo)
1,8.0,5,Laptop & Accessory,3,Single,3,0,3,171.17,0,0,0,1-3 months
1,13.0,4,Mobile Phone,2,Divorced,3,1,3,151.59,0,0,0,1-3 months
1,12.0,4,Mobile Phone,4,Single,2,0,3,149.22,1,0,0,1-3 months
0,19.0,3,Laptop & Accessory,3,Single,4,1,2,198.54,1,0,0,Brand New (0mo)
13,28.0,6,Laptop & Accessory,3,Married,8,0,3,182.36,0,0,0,1-2 years
1,9.0,4,Mobile Phone,5,Married,2,0,3,155.41,1,0,0,1-3 months
28,6.0,3,Others,5,Single,1,1,13,290.45,0,0,0,2+ years
13,9.0,4,Mobile,3,Divorced,2,1,2,126.83,1,0,0,1-2 years
16,21.0,4,Laptop & Accessory,1,Married,4,0,2,168.04,0,0,0,1-2 years
4,7.0,4,Mobile Phone,4,Married,3,0,8,162.48,0,0,0,4-6 months
20,8.0,4,Mobile,2,Single,2,1,2,132.94,0,0,0,1-2 years
0,33.0,3,Fashion,2,Divorced,2,0,9,176.39,1,0,0,Brand New (0mo)
9,14.0,4,Mobile,5,Married,1,0,3,123.42,0,0,0,7-12 months
3,35.0,3,Laptop & Accessory,5,Married,9,0,3,141.15,0,0,0,1-3 months
3,30.0,2,Mobile Phone,3,Married,3,0,8,152.0,0,0,0,1-3 months
14,13.0,4,Grocery,1,Single,3,1,8,289.37,0,0,0,1-2 years
19,19.0,3,Laptop & Accessory,4,Single,7,0,9,155.62,0,0,0,1-2 years
0,29.0,3,Laptop & Accessory,4,Married,5,0,2,120.42,0,0,1,Brand New (0mo)
0,9.0,3,Mobile,3,Married,2,0,0,120.83,0,0,1,Brand New (0mo)
9,14.0,3,Mobile,3,Single,5,0,9,125.19,0,0,0,7-12 months
0,13.0,4,Fashion,2,Married,10,0,47,215.57,0,1,0,Brand New (0mo)
4,12.0,2,Laptop & Accessory,2,Married,5,0,7,154.6,0,0,0,4-6 months
31,7.0,5,Laptop & Accessory,3,Single,9,0,4,179.73,0,0,0,2+ years
25,25.0,3,Mobile Phone,1,Married,1,0,2,142.58,0,0,0,2+ years
8,13.0,3,Fashion,3,Single,4,0,6,202.21,0,0,0,7-12 months
0,24.0,1,Mobile,5,Married,1,0,0,129.56,1,0,0,Brand New (0mo)
0,15.0,4,Mobile,3,Divorced,1,1,0,133.88,1,0,0,Brand New (0mo)
9,25.0,4,Laptop & Accessory,5,Married,2,0,5,25.0,0,0,0,7-12 months
11,14.0,4,Fashion,3,Single,6,0,3,261.64,0,0,0,7-12 months
0,26.0,3,Laptop & Accessory,3,Single,1,0,2,122.72,0,0,1,Brand New (0mo)
1,17.0,4,Laptop & Accessory,5,Single,3,0,9,167.13,1,0,0,1-3 months
0,14.0,3,Mobile,3,Single,2,1,7,123.94,1,0,0,Brand New (0mo)
2,8.0,4,Laptop & Accessory,4,Married,3,0,0,166.44,0,0,0,1-3 months
5,8.0,3,Laptop & Accessory,3,Single,5,1,7,149.98,0,0,0,4-6 months
9,6.0,5,Fashion,5,Married,3,1,7,202.52,0,0,0,7-12 months
2,11.0,4,Laptop & Accessory,4,Married,2,1,9,141.87,0,0,0,1-3 months
14,12.0,3,Fashion,2,Single,4,1,0,235.91,0,0,0,1-2 years
1,14.0,4,Mobile Phone,3,Married,5,1,8,158.39,1,0,0,1-3 months
16,35.0,5,Laptop & Accessory,2,Divorced,2,0,5,170.23,0,0,0,1-2 years
11,7.0,4,Fashion,1,Single,6,0,3,199.91,0,0,0,7-12 months
1,13.0,2,Mobile Phone,5,Divorced,3,1,1,141.01,1,0,0,1-3 months
12,9.0,5,Mobile Phone,4,Married,6,0,6,149.68,0,0,0,7-12 months
1,12.0,4,Mobile Phone,4,Single,3,1,1,143.78,1,0,0,1-3 months
1,29.0,4,Mobile Phone,3,Single,3,0,3,159.47,0,0,0,1-3 months
26,19.0,2,Laptop & Accessory,5,Married,2,0,3,144.5,0,0,0,2+ years
16,7.0,5,Laptop & Accessory,1,Married,11,1,3,185.62,0,0,0,1-2 years
0,14.0,4,Laptop & Accessory,5,Single,7,0,2,153.26,1,0,0,Brand New (0mo)
17,14.0,1,Mobile,1,Married,3,1,2,128.18,0,0,0,1-2 years
31,8.0,6,Fashion,1,Married,5,0,1,233.83,0,0,0,2+ years
5,14.0,4,Laptop & Accessory,2,Married,6,0,8,200.47,0,0,0,4-6 months
19,9.0,5,Mobile Phone,3,Single,3,0,1,147.74,0,0,0,1-2 years
8,9.0,5,Mobile Phone,3,Married,5,0,8,152.68,0,0,0,7-12 months
31,7.0,4,Fashion,1,Married,5,1,5,244.04,0,0,0,2+ years
0,13.0,3,Mobile,5,Single,4,0,2,120.62,0,0,1,Brand New (0mo)
6,16.0,4,Laptop & Accessory,1,Single,4,0,1,146.82,0,0,0,4-6 months
10,9.0,4,Mobile Phone,1,Single,5,1,3,151.44,0,0,0,7-12 months
1,15.0,4,Laptop & Accessory,3,Married,2,1,5,174.07,0,0,0,1-3 months
18,8.0,5,Laptop & Accessory,3,Single,1,0,1,166.32,0,0,0,1-2 years
5,10.0,4,Fashion,3,Married,11,0,3,261.75,0,0,0,4-6 months
3,8.0,4,Laptop & Accessory,2,Single,6,1,0,168.77,0,0,0,1-3 months
3,13.0,4,Mobile Phone,1,Married,3,0,9,156.31,0,0,0,1-3 months
27,31.0,2,Fashion,1,Married,5,0,3,195.05,0,0,0,2+ years
13,13.0,3,Others,4,Single,2,0,8,298.33,0,0,0,1-2 years
0,6.0,4,Mobile,3,Divorced,7,0,7,122.58,0,0,1,Brand New (0mo)
8,31.0,3,Fashion,3,Married,2,1,1,203.88,0,0,0,7-12 months
23,6.0,4,Mobile Phone,3,Married,3,0,2,136.9,0,0,0,1-2 years
12,21.0,4,Laptop & Accessory,4,Married,2,0,47,224.24,0,1,0,7-12 months
0,14.0,4,Mobile,5,Single,1,1,2,123.21,1,0,0,Brand New (0mo)
19,7.0,2,Others,1,Married,2,0,8,317.02,0,0,0,1-2 years
15,14.0,3,Laptop & Accessory,4,Married,1,0,2,168.25,0,0,0,1-2 years
15,8.0,4,Laptop & Accessory,5,Married,2,0,8,166.03,0,0,0,1-2 years
16,33.0,4,Grocery,4,Married,7,0,9,260.25,0,0,0,1-2 years
0,8.0,3,Mobile,4,Married,5,0,2,121.87,0,0,1,Brand New (0mo)
14,9.0,4,Mobile Phone,5,Married,6,0,3,158.77,0,0,0,1-2 years
1,9.0,5,Laptop & Accessory,4,Single,9,1,47,224.07,1,1,0,1-3 months
0,10.0,2,Mobile,5,Divorced,3,0,2,128.19,0,0,0,Brand New (0mo)
26,18.0,4,Laptop & Accessory,3,Divorced,10,0,5,156.49,0,0,0,2+ years
7,17.0,4,Laptop & Accessory,4,Married,5,0,8,144.9,0,0,0,7-12 months
3,17.0,5,Laptop & Accessory,4,Married,3,1,8,207.68,0,0,0,1-3 months
7,11.0,5,Mobile Phone,4,Divorced,8,0,2,151.22,0,0,0,7-12 months
6,16.0,3,Laptop & Accessory,3,Single,2,0,9,154.87,0,0,0,4-6 months
5,7.0,5,Mobile Phone,5,Divorced,3,0,3,147.18,0,0,0,4-6 months
23,6.0,4,Mobile Phone,3,Divorced,3,0,2,136.9,0,0,0,1-2 years
0,9.0,4,Fashion,2,Divorced,2,1,7,203.25,1,0,0,Brand New (0mo)
20,15.0,5,Laptop & Accessory,5,Married,10,1,8,171.15,0,0,0,1-2 years
9,23.0,4,Fashion,4,Married,2,0,10,205.2,0,0,0,7-12 months
27,16.0,3,Laptop & Accessory,5,Single,7,1,4,144.4,0,0,0,2+ years
8,6.0,3,Fashion,4,Divorced,2,0,6,172.95,0,0,0,7-12 months
29,15.0,5,Grocery,4,Married,3,1,1,260.77,0,0,0,2+ years
2,14.0,1,Mobile,3,Married,7,0,0,124.51,0,0,0,1-3 months
29,15.0,3,Grocery,1,Married,8,0,47,211.03,0,1,0,2+ years
22,17.0,5,Others,4,Married,6,0,10,321.65,0,0,0,1-2 years
11,12.0,4,Laptop & Accessory,3,Married,3,0,7,153.21,0,0,0,7-12 months
1,14.0,5,Laptop & Accessory,5,Single,10,0,8,193.11,0,0,0,1-3 months
9,27.0,3,Laptop & Accessory,4,Married,5,0,7,189.26,1,0,0,7-12 months
17,13.0,5,Grocery,2,Married,6,1,1,291.27,0,0,0,1-2 years
11,24.0,5,Laptop & Accessory,1,Married,4,1,0,158.11,0,0,0,7-12 months
15,6.0,3,Laptop & Accessory,3,Married,2,0,6,149.07,0,0,0,1-2 years
0,14.0,3,Mobile,2,Divorced,2,1,0,125.15,1,0,0,Brand New (0mo)
14,6.0,1,Fashion,5,Married,2,0,7,183.92,0,0,0,1-2 years
8,24.0,1,Laptop & Accessory,5,Married,2,0,10,152.08,0,0,0,7-12 months
0,13.0,3,Mobile,3,Married,1,1,7,123.08,0,0,1,Brand New (0mo)
1,11.0,4,Mobile Phone,2,Single,3,1,3,153.75,0,0,0,1-3 months
0,6.0,3,Mobile,2,Married,4,0,2,122.7,0,0,1,Brand New (0mo)
6,12.0,3,Laptop & Accessory,1,Married,4,0,7,177.25,0,0,0,4-6 months
0,26.0,5,Laptop & Accessory,3,Married,4,1,2,145.59,1,0,0,Brand New (0mo)
23,9.0,4,Others,1,Married,5,0,4,316.61,0,0,0,1-2 years
19,8.0,4,Laptop & Accessory,3,Single,6,0,4,178.99,0,0,0,1-2 years
19,12.0,6,Laptop & Accessory,5,Single,3,1,5,182.69,0,0,0,1-2 years
10,7.0,5,Laptop & Accessory,1,Married,2,0,3,195.25,0,0,0,7-12 months
0,8.0,4,Mobile,2,Single,8,0,0,127.85,1,0,0,Brand New (0mo)
2,14.0,4,Laptop & Accessory,5,Single,2,0,4,173.98,0,0,0,1-3 months
2,16.0,3,Mobile,4,Married,1,0,1,132.91,0,0,0,1-3 months
27,11.0,3,Others,5,Married,5,0,2,294.06,0,0,0,2+ years
22,10.0,4,Others,3,Divorced,3,0,0,287.11,0,0,0,1-2 years
1,32.0,4,Laptop & Accessory,5,Divorced,2,0,4,147.24,0,0,0,1-3 months
0,29.0,3,Fashion,5,Married,10,1,2,199.5,1,0,0,Brand New (0mo)
12,36.0,4,Laptop & Accessory,1,Single,3,0,10,149.06,0,0,0,7-12 months
1,7.0,4,Mobile Phone,4,Single,3,1,5,157.02,1,0,0,1-3 months
1,6.0,5,Laptop & Accessory,2,Divorced,1,0,5,166.74,0,0,0,1-3 months
17,14.0,4,Fashion,5,Divorced,10,0,47,224.85,0,1,0,1-2 years
20,21.0,4,Mobile Phone,4,Married,11,1,4,174.63,1,0,0,1-2 years
9,30.0,3,Laptop & Accessory,4,Married,8,0,8,156.74,0,0,0,7-12 months
8,14.0,3,Mobile,2,Divorced,2,0,2,125.72,0,0,0,7-12 months
0,8.0,4,Mobile Phone,2,Single,2,0,0,111.02,1,0,0,Brand New (0mo)
0,12.0,5,Laptop & Accessory,3,Divorced,5,1,7,161.72,1,0,0,Brand New (0mo)
1,29.0,4,Laptop & Accessory,3,Married,3,1,8,186.79,1,0,0,1-3 months
7,11.0,5,Mobile Phone,4,Divorced,10,0,3,163.38,0,0,0,7-12 months
5,14.0,4,Laptop & Accessory,4,Divorced,2,1,9,152.28,0,0,0,4-6 months
0,15.0,3,Mobile Phone,1,Single,2,0,0,110.81,1,0,0,Brand New (0mo)
10,6.0,5,Laptop & Accessory,1,Married,2,0,3,195.25,0,0,0,7-12 months
22,14.0,4,Laptop & Accessory,4,Married,2,0,7,151.3,0,0,0,1-2 years
7,10.0,3,Fashion,1,Married,3,1,0,197.13,0,0,0,7-12 months
13,14.0,3,Mobile,4,Married,4,0,3,123.87,0,0,0,1-2 years
6,9.0,4,Mobile Phone,4,Married,3,0,8,148.7,0,0,0,4-6 months
0,21.0,3,Mobile,1,Single,2,0,0,128.71,0,0,0,Brand New (0mo)
27,14.0,4,Others,3,Married,5,0,8,311.06,0,0,0,2+ years
4,18.0,3,Mobile Phone,2,Divorced,9,1,2,139.29,0,0,0,4-6 months
6,9.0,4,Laptop & Accessory,4,Divorced,2,1,3,165.78,0,0,0,4-6 months
14,9.0,4,Laptop & Accessory,4,Married,9,0,4,182.15,0,0,0,1-2 years
0,16.0,4,Laptop & Accessory,1,Married,2,1,4,157.69,0,0,0,Brand New (0mo)
13,6.0,5,Others,2,Divorced,3,0,4,317.72,0,0,0,1-2 years
0,15.0,4,Mobile Phone,5,Married,4,0,2,144.0,1,0,0,Brand New (0mo)
1,18.0,4,Mobile Phone,5,Divorced,2,0,5,145.99,0,0,0,1-3 months
1,35.0,5,Laptop & Accessory,3,Married,4,0,47,211.39,0,1,0,1-3 months
16,30.0,5,Laptop & Accessory,3,Single,3,0,8,168.32,0,0,0,1-2 years
9,25.0,4,Fashion,1,Single,4,0,47,218.62,0,1,0,7-12 months
23,6.0,3,Laptop & Accessory,3,Married,1,0,13,163.47,0,0,0,1-2 years
30,13.0,3,Others,5,Married,6,0,10,295.66,0,0,0,2+ years
24,16.0,4,Others,3,Married,6,1,1,318.31,0,0,0,1-2 years
1,16.0,4,Mobile Phone,4,Married,8,0,3,145.24,0,0,0,1-3 months
20,25.0,4,Laptop & Accessory,3,Married,4,0,9,173.1,0,0,0,1-2 years
16,18.0,4,Grocery,4,Married,2,0,9,243.36,0,0,0,1-2 years
10,6.0,3,Fashion,1,Single,5,0,2,174.91,0,0,0,7-12 months
16,10.0,4,Fashion,1,Single,4,0,17,202.31,0,0,0,1-2 years
18,15.0,3,Fashion,5,Married,5,1,2,207.61,0,0,0,1-2 years
6,23.0,3,Grocery,3,Single,2,0,0,274.44,0,0,0,4-6 months
8,26.0,4,Laptop & Accessory,4,Married,6,0,11,169.44,0,0,0,7-12 months
10,7.0,4,Laptop & Accessory,4,Divorced,2,0,6,177.28,0,0,0,7-12 months
26,7.0,5,Others,3,Married,2,0,10,324.99,0,0,0,2+ years
27,23.0,3,Fashion,3,Divorced,9,0,8,207.39,0,0,0,2+ years
29,21.0,3,Others,4,Single,10,0,16,312.22,0,0,0,2+ years
3,11.0,5,Mobile Phone,5,Married,3,0,1,146.09,0,0,0,1-3 months
13,20.0,4,Others,3,Single,2,0,9,296.26,0,0,0,1-2 years
6,12.0,2,Mobile Phone,1,Married,5,0,3,158.12,0,0,0,4-6 months
2,26.0,3,Laptop & Accessory,1,Married,3,0,2,169.31,0,0,0,1-3 months
6,9.0,3,Laptop & Accessory,2,Single,9,0,8,175.55,0,0,0,4-6 months
9,6.0,3,Laptop & Accessory,4,Divorced,1,0,5,152.28,0,0,0,7-12 months
9,10.0,3,Laptop & Accessory,4,Married,8,0,2,151.31,0,0,0,7-12 months
22,11.0,4,Fashion,2,Single,3,0,9,203.98,0,0,0,1-2 years
11,21.0,4,Fashion,1,Married,1,1,47,215.1,0,1,0,7-12 months
10,10.0,3,Mobile,3,Married,8,1,3,129.96,0,0,0,7-12 months
9,8.0,4,Laptop & Accessory,1,Single,2,0,8,138.86,0,0,0,7-12 months
1,9.0,5,Mobile Phone,2,Single,3,0,1,150.64,1,0,0,1-3 months
4,14.0,4,Mobile,4,Single,1,1,2,126.57,0,0,0,4-6 months
1,23.0,4,Mobile Phone,4,Married,11,0,3,153.11,0,0,0,1-3 months
9,7.0,5,Mobile Phone,3,Divorced,8,0,8,147.58,0,0,0,7-12 months
8,11.0,4,Laptop & Accessory,3,Married,11,0,3,190.38,0,0,0,7-12 months
9,16.0,4,Laptop & Accessory,3,Single,3,0,9,175.98,0,0,0,7-12 months
24,9.0,4,Grocery,3,Divorced,7,0,4,301.39,0,0,0,1-2 years
0,14.0,4,Mobile,4,Married,2,0,0,125.96,1,0,0,Brand New (0mo)
9,35.0,5,Mobile Phone,3,Married,2,0,3,149.3,0,0,0,7-12 months
7,25.0,3,Laptop & Accessory,4,Married,5,0,10,144.44,0,0,0,7-12 months
1,26.0,4,Mobile Phone,1,Married,5,0,3,161.69,0,0,0,1-3 months
11,15.0,4,Laptop & Accessory,4,Married,4,0,8,165.71,0,0,0,7-12 months
7,15.0,4,Laptop & Accessory,3,Married,2,0,3,196.04,0,0,0,7-12 months
5,14.0,4,Mobile,4,Divorced,7,0,2,123.32,0,0,0,4-6 months
9,25.0,4,Laptop & Accessory,3,Divorced,3,0,1,171.01,0,0,0,7-12 months
3,14.0,4,Mobile Phone,5,Single,5,0,3,145.62,0,0,0,1-3 months
14,9.0,5,Mobile Phone,2,Single,2,1,4,148.42,0,0,0,1-2 years
0,35.0,4,Mobile,4,Single,1,0,4,134.79,1,0,0,Brand New (0mo)
13,31.0,4,Laptop & Accessory,1,Single,9,0,8,166.08,0,0,0,1-2 years
17,6.0,3,Laptop & Accessory,3,Divorced,8,0,0,147.68,0,0,0,1-2 years
0,29.0,4,Fashion,5,Married,2,0,10,173.36,1,0,0,Brand New (0mo)
19,35.0,5,Grocery,4,Single,3,0,7,292.04,0,0,0,1-2 years
18,8.0,4,Laptop & Accessory,1,Married,2,0,9,157.7,0,0,0,1-2 years
13,18.0,4,Fashion,2,Divorced,3,0,8,201.54,1,0,0,1-2 years
0,11.0,3,Mobile Phone,2,Single,2,0,0,110.51,0,0,0,Brand New (0mo)
13,18.0,4,Fashion,1,Married,3,0,8,201.54,1,0,0,1-2 years
8,7.0,2,Laptop & Accessory,2,Married,2,0,47,222.25,0,1,0,7-12 months
16,7.0,4,Laptop & Accessory,3,Married,3,0,7,174.07,0,0,0,1-2 years
7,8.0,4,Laptop & Accessory,5,Married,7,0,9,159.57,0,0,0,7-12 months
0,29.0,4,Laptop & Accessory,3,Divorced,4,1,1,159.16,1,0,0,Brand New (0mo)
8,8.0,4,Fashion,1,Single,3,0,47,223.88,0,1,0,7-12 months
2,8.0,3,Laptop & Accessory,2,Single,2,0,9,145.54,0,0,0,1-3 months
20,14.0,4,Mobile,1,Married,10,1,0,123.8,1,0,0,1-2 years
2,24.0,4,Laptop & Accessory,5,Married,3,0,9,170.58,0,0,0,1-3 months
0,14.0,4,Mobile,3,Married,2,1,7,123.66,1,0,0,Brand New (0mo)
8,15.0,4,Fashion,3,Married,2,1,15,206.85,0,0,0,7-12 months
4,32.0,4,Laptop & Accessory,3,Divorced,9,1,3,172.36,0,0,0,4-6 months
15,8.0,4,Mobile Phone,1,Married,5,0,1,152.82,0,0,0,1-2 years
13,16.0,4,Laptop & Accessory,4,Single,22,0,4,192.82,0,0,0,1-2 years
4,13.0,1,Laptop & Accessory,1,Married,5,0,7,169.29,0,0,0,4-6 months
1,9.0,4,Mobile Phone,4,Married,11,0,3,159.68,0,0,0,1-3 months
0,17.0,2,Laptop & Accessory,3,Divorced,9,0,2,147.07,1,0,0,Brand New (0mo)
3,30.0,3,Mobile,3,Married,2,0,0,126.93,0,0,0,1-3 months
24,9.0,4,Grocery,3,Married,7,0,4,301.39,0,0,0,1-2 years
7,8.0,3,Laptop & Accessory,2,Single,2,0,4,162.74,0,0,0,7-12 months
8,7.0,2,Mobile Phone,1,Single,4,0,4,157.8,0,0,0,7-12 months
7,7.0,2,Laptop & Accessory,4,Married,3,1,3,179.88,0,0,0,7-12 months
0,9.0,4,Mobile,1,Married,1,1,0,128.53,1,0,0,Brand New (0mo)
16,9.0,4,Mobile Phone,3,Married,2,1,1,151.96,0,0,0,1-2 years
9,9.0,3,Laptop & Accessory,4,Single,5,0,7,144.85,0,0,0,7-12 months
28,18.0,4,Grocery,1,Married,5,0,13,285.32,0,0,0,2+ years
0,6.0,4,Laptop & Accessory,2,Divorced,7,0,2,147.75,0,0,0,Brand New (0mo)
1,22.0,4,Fashion,3,Married,9,1,8,261.1,1,0,0,1-3 months
9,9.0,3,Mobile Phone,4,Married,2,0,7,136.92,0,0,0,7-12 months
29,27.0,4,Laptop & Accessory,1,Married,5,1,9,179.15,0,0,0,2+ years
8,17.0,4,Laptop & Accessory,3,Married,3,1,8,165.01,0,0,0,7-12 months
2,13.0,3,Laptop & Accessory,1,Married,2,1,0,166.23,0,0,0,1-3 months
29,9.0,5,Grocery,5,Single,9,0,3,292.56,0,0,0,2+ years
7,24.0,4,Grocery,3,Single,3,0,1,299.44,0,0,0,7-12 months
20,10.0,4,Grocery,3,Divorced,5,0,10,299.65,0,0,0,1-2 years
6,36.0,4,Mobile Phone,3,Single,11,0,8,165.25,0,0,0,4-6 months
27,8.0,4,Fashion,3,Divorced,7,0,0,206.86,0,0,0,2+ years
3,7.0,4,Laptop & Accessory,5,Married,2,0,3,178.73,0,0,0,1-3 months
31,14.0,2,Laptop & Accessory,2,Married,2,1,10,177.2,0,0,0,2+ years
0,12.0,1,Mobile Phone,5,Married,2,1,0,116.01,1,0,1,Brand New (0mo)
30,9.0,4,Laptop & Accessory,2,Single,6,0,5,151.71,0,0,0,2+ years
0,9.0,3,Mobile,4,Single,5,0,2,120.88,0,0,1,Brand New (0mo)
1,23.0,4,Laptop & Accessory,5,Single,7,0,3,178.24,1,0,0,1-3 months
15,21.0,4,Mobile Phone,3,Married,6,0,9,149.51,0,0,0,1-2 years
18,36.0,4,Laptop & Accessory,1,Single,3,0,18,170.41,0,0,0,1-2 years
15,14.0,3,Others,1,Married,2,0,9,284.3,0,0,0,1-2 years
4,32.0,4,Laptop & Accessory,3,Married,9,1,3,172.36,0,0,0,4-6 months
2,12.0,4,Mobile,4,Married,2,0,0,128.04,0,0,0,1-3 months
0,15.0,3,Mobile Phone,5,Single,8,0,4,142.0,1,0,0,Brand New (0mo)
9,10.0,5,Mobile Phone,3,Married,3,0,1,137.81,0,0,0,7-12 months
1,21.0,4,Mobile Phone,5,Married,3,1,9,147.35,0,0,0,1-3 months
6,16.0,6,Laptop & Accessory,1,Married,2,0,8,171.68,0,0,0,4-6 months
1,31.0,6,Mobile Phone,2,Single,3,1,1,136.18,1,0,0,1-3 months
20,8.0,3,Laptop & Accessory,1,Married,6,0,4,150.7,0,0,0,1-2 years
31,13.0,4,Mobile Phone,3,Married,10,0,3,147.67,0,0,0,2+ years
1,21.0,4,Mobile Phone,1,Married,7,1,5,149.36,1,0,0,1-3 months
1,7.0,4,Laptop & Accessory,3,Divorced,2,0,3,173.98,0,0,0,1-3 months
10,31.0,3,Laptop & Accessory,3,Married,4,1,7,144.49,0,0,0,7-12 months
3,10.0,5,Fashion,3,Divorced,3,0,8,244.35,0,0,0,1-3 months
4,11.0,3,Mobile,4,Married,2,0,2,127.89,0,0,0,4-6 months
4,7.0,4,Mobile Phone,4,Divorced,2,1,8,160.79,0,0,0,4-6 months
5,9.0,6,Mobile Phone,1,Married,3,1,1,136.29,0,0,0,4-6 months
6,17.0,4,Fashion,1,Single,4,0,1,237.44,0,0,0,4-6 months
0,14.0,3,Mobile,1,Single,3,0,2,125.8,0,0,0,Brand New (0mo)
28,8.0,4,Mobile,1,Married,9,0,4,126.62,0,0,0,2+ years
22,8.0,3,Others,1,Married,4,0,3,291.61,0,0,0,1-2 years
5,16.0,5,Mobile Phone,4,Single,2,1,3,151.57,0,0,0,4-6 months
19,6.0,1,Grocery,5,Single,2,0,12,275.67,0,0,0,1-2 years
7,21.0,3,Grocery,5,Married,8,0,9,270.07,0,0,0,7-12 months
2,8.0,3,Laptop & Accessory,1,Single,2,0,9,145.54,0,0,0,1-3 months
